Estado,Edu_2000_Total,Edu_2000_H,Edu_2000_M,Edu_2010_Total,Edu_2010_H,Edu_2010_M,Edu_2015_Total,Edu_2015_H,Edu_2015_M,Edu_2020_Total,Edu_2020_H,Edu_2020_M,PIB_2010,PIB_2015,PIB_2020
Oaxaca,5.62,6.06,5.23,6.94,7.28,6.64,7.52,7.83,7.25,8.12,8.35,7.92,0.026218461244,0.064565252549,-0.086971190299
Oaxaca,5.62,6.06,5.23,6.94,7.28,6.64,7.52,7.83,7.25,8.12,8.35,7.92,208793.741,290365.7250000001,350955.33400000003
Oaxaca,5.62,6.06,5.23,6.94,7.28,6.64,7.52,7.83,7.25,8.12,8.35,7.92,1.628120240032,1.659326183087,1.598261731621
Oaxaca,5.62,6.06,5.23,6.94,7.28,6.64,7.52,7.83,7.25,8.12,8.35,7.92,91.540411498059,111.416479077147,147.753182924409
Oaxaca,5.62,6.06,5.23,6.94,7.28,6.64,7.52,7.83,7.25,8.12,8.35,7.92,7.913907908411,4.96732468291,6.80501277796
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,469967.8400000001,540604.128,530957.5430000001
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,3.274489411458,3.260695119833,3.258102459945
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,90.507833473872,104.111184272337,102.253415645506
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,8.64332110536,2.737255926978,-10.822379612351
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,0.27394245012,0.089645344837,-0.364743025734
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,416421.454,580298.1599999999,714238.9340000001
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,3.247148091671,3.31617628384,3.25266677795
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,88.606372299858,107.342532168012,134.519029518712
Puebla,6.70,7.05,6.39,7.95,8.19,7.75,8.49,8.74,8.28,9.16,9.31,9.02,2.582678219601,4.446140561682,5.127034053868
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,287403.169,362418.9110000001,365964.7459999999
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,2.002474538917,2.185957363671,2.245660985356
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,89.816373418087,113.259545318905,114.367654326704
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,6.322993083703,5.764339277868,-9.257206297354
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,0.125227769859,0.122936845874,-0.211333022791
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,256123.884,388211.112,497305.74600000004
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,1.997188601051,2.218474176684,2.264746153558
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,89.116583122993,107.1166818886,135.888976038146
QuerÃ©taro,7.55,7.90,7.23,8.92,9.14,8.73,9.55,9.78,9.35,10.48,10.64,10.34,3.0725339482,5.25823780718,2.734400099964
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,195148.828,244081.496,222079.057
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,1.359694678139,1.47219619982,1.362738568183
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,86.627832217213,108.349361354167,98.58233577889
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,5.104213324951,4.642665387034,-23.469231850512
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,0.069436563574,0.067399145177,-0.385505630174
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,180777.622,265832.86699999997,296754.784
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,1.409657702925,1.519130525953,1.351430706401
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,92.635771299636,108.911519863841,133.62574031463
Quintana Roo,7.78,8.09,7.45,9.12,9.30,8.92,9.62,9.79,9.44,10.24,10.36,10.12,2.55757028092,3.051235230298,3.815571316542
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,269397.22,329359.358,341564.62899999996
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,1.877018530388,1.986556142801,2.095935113168
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,87.496040471006,106.970813273696,110.934896070747
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,5.296647618368,3.991904832016,-7.337066956513
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,0.099287191676,0.078688559425,-0.153090995748
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,244786.34000000003,364656.92499999993,513538.652
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,1.90878132998,2.0838712403,2.338671322773
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,90.864464005976,110.717037831972,150.348896928669
San Luis PotosÃ­,6.89,7.01,6.78,8.26,8.27,8.24,8.82,8.79,8.85,9.61,9.58,9.64,4.232827011981,6.182312771031,6.455070381519
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,312655.113,358848.31399999995,369694.14400000003
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,2.17841684009,2.164421034943,2.268545603831
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,93.582051231559,107.408322809378,110.654631526258
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,3.16397499655,5.519458739708,-7.147694570209
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,0.070256108689,0.116824999502,-0.161092819929
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,277104.769,379608.572,505132.72599999997
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,2.160792181114,2.169314036096,2.300390468934
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,88.629533782804,105.785246074752,136.635306292544
Sinaloa,7.64,7.64,7.64,9.08,9.03,9.14,9.58,9.56,9.61,10.22,10.11,10.33,2.742002014691,4.425375494287,5.430506490915
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,431501.919,549606.8230000001,550905.96
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,3.006479049267,3.314995562858,3.380511468644
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,84.555881973557,107.699381187339,107.953956358393
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,5.148385143279,5.108056960569,-5.136039242432
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,0.154797782009,0.166238947552,-0.168835927667
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,385750.8350000001,588735.277,786624.063
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,3.007986441858,3.364391096893,3.58231095318
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,89.397246689881,107.11935375664,142.787357573696
Sonora,8.18,8.19,8.16,9.42,9.39,9.44,10.00,10.00,10.01,10.40,10.35,10.45,3.612065668669,4.555266939545,6.805858069917
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,525011.917,562212.3049999999,464414.365
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,3.658007669431,3.391026491058,2.849775099702
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,94.831136177392,101.550517101996,83.885604238679
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,5.861094938311,-0.457145775627,3.457959747166
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,0.212973278729,-0.0160696312,0.08786622862
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,449415.171,467499.1020000001,506033.338
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,3.504424666076,2.67157392808,2.304491884571
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,85.600946654321,83.153480961254,108.961603287185
Tabasco,7.16,7.51,6.82,8.64,8.88,8.41,9.31,9.53,9.11,9.69,9.87,9.53,11.944465824526,-18.459467713709,-6.339345391352
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,448215.116,492586.952,473823.4950000001
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,3.122927839908,2.971075852531,2.907512125954
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,94.71172958513,104.08788220116,100.123001495383
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,1.927458509322,3.075101539459,-8.425723518128
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,0.062100332094,0.091463861863,-0.24678037364
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,406896.616,543674.072,674669.075
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,3.172875838794,3.10688399168,3.072464383974
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,90.78154695702,110.371188232367,142.388269496851
Tamaulipas,8.04,8.19,7.89,9.12,9.20,9.05,9.51,9.61,9.41,10.09,10.13,10.06,2.91606556509,5.78151233192,3.81362435977
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,88809.88600000003,96458.62,91086.84
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,0.618780704952,0.581797539474,0.558934064287
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,101.31447977315,110.040169457441,103.912033045287
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,8.649861333922,6.746272829627,-12.048491437359
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,0.051802994201,0.037941383799,-0.070632622876
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,78454.86599999998,104631.193,123648.095
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,0.611770997789,0.597926212236,0.563097349665
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,88.340239508921,108.47262069476,135.747485586282
Tlaxcala,7.63,7.92,7.37,8.78,8.95,8.62,9.27,9.42,9.14,9.83,9.92,9.75,4.292970776675,4.465761696931,3.773554380843
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,718148.55,785745.9309999999,738747.4409999999
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,5.003682428204,4.739286642369,4.533158793076
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,91.91039388235,100.561670715152,94.546689931892
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,4.233373384487,0.635331459777,-7.840277954535
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,0.213701539401,0.030874004395,-0.355751393937
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,639238.481,833456.6159999999,991609.956
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,4.984618332614,4.762877524183,4.515823216892
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,89.012013043819,106.072024444248,134.228546992693
Veracruz de Ignacio de la Llave,6.42,6.70,6.17,7.67,7.85,7.51,8.20,8.39,8.04,8.75,8.86,8.64,6.085948119725,2.181120538314,3.541345099739
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,196149.981,230374.52599999995,242552.37800000003
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,1.366670187139,1.389521562554,1.488368533126
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,90.899292624556,106.759538519238,112.40296569085
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,3.582766926796,2.910655704135,-7.894404634053
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,0.04970875662,0.040553270765,-0.117679068759
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,175773.5,247730.173,331982.60400000005
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,1.370636838253,1.415680732977,1.511859316938
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,89.611785381718,107.533665853316,136.870479991748
YucatÃ¡n,6.84,7.15,6.54,8.22,8.41,8.03,8.82,9.03,8.63,9.59,9.72,9.48,3.078151664975,3.55137251406,3.816226668724
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,144730.56,159905.359,145444.441
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,1.008406631046,0.964481395389,0.892487350928
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,98.550833743773,108.883752329483,99.036934037614
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,10.894446487679,1.974958531733,-4.238548056317
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,0.104176364135,0.019274734473,-0.03644045858
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,130183.52800000002,169623.32700000002,212883.615
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,1.015137886033,0.969330756078,0.969478740402
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,89.948887090605,106.077324775588,146.367653198928
Zacatecas,6.46,6.50,6.42,7.90,7.76,8.03,8.63,8.47,8.77,9.25,9.08,9.40,5.387362054502,6.101027738896,8.113859476415
